packet_id,timestamp,origin,origin_name,risk,payload_bytes,delivered,hops,latency_s,rssi_dbm,snr_db,n_tx,airtime_s,path
31,2023-10-04T06:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-131.1,-17.1,6,3.355,!a76c0001 -> !a76c00ff
32,2023-10-04T06:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-111.1,2.9,6,3.355,!a76c0002 -> !a76c00ff
33,2023-10-04T06:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-92.3,21.7,6,3.355,!a76c0004 -> !a76c00ff
34,2023-10-04T06:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-102.9,11.2,6,3.355,!a76c0005 -> !a76c00ff
35,2023-10-04T06:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-56.0,58.0,6,3.355,!a76c0006 -> !a76c00ff
36,2023-10-04T07:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-127.9,-13.9,6,3.355,!a76c0001 -> !a76c00ff
37,2023-10-04T07:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-110.6,3.5,6,3.355,!a76c0002 -> !a76c00ff
38,2023-10-04T07:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-96.5,17.5,6,3.355,!a76c0004 -> !a76c00ff
39,2023-10-04T07:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-111.5,2.5,6,3.355,!a76c0005 -> !a76c00ff
40,2023-10-04T07:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-48.4,65.6,6,3.355,!a76c0006 -> !a76c00ff
41,2023-10-04T08:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-129.6,-15.6,6,3.355,!a76c0001 -> !a76c00ff
42,2023-10-04T08:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-105.0,9.0,6,3.355,!a76c0002 -> !a76c00ff
43,2023-10-04T08:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-101.1,12.9,6,3.355,!a76c0004 -> !a76c00ff
44,2023-10-04T08:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-106.1,7.9,6,3.355,!a76c0005 -> !a76c00ff
45,2023-10-04T08:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-51.7,62.3,6,3.355,!a76c0006 -> !a76c00ff
46,2023-10-04T09:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-118.8,-4.7,6,3.355,!a76c0001 -> !a76c00ff
47,2023-10-04T09:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-109.1,4.9,6,3.355,!a76c0002 -> !a76c00ff
48,2023-10-04T09:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-104.6,9.4,6,3.355,!a76c0004 -> !a76c00ff
49,2023-10-04T09:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-105.3,8.7,6,3.355,!a76c0005 -> !a76c00ff
50,2023-10-04T09:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-54.6,59.4,6,3.355,!a76c0006 -> !a76c00ff
51,2023-10-04T10:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-119.1,-5.1,6,3.355,!a76c0001 -> !a76c00ff
52,2023-10-04T10:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-106.2,7.8,6,3.355,!a76c0002 -> !a76c00ff
53,2023-10-04T10:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-103.5,10.5,6,3.355,!a76c0004 -> !a76c00ff
54,2023-10-04T10:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-101.2,12.8,6,3.355,!a76c0005 -> !a76c00ff
55,2023-10-04T10:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-42.4,71.6,6,3.355,!a76c0006 -> !a76c00ff
56,2023-10-04T11:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.565,-84.9,29.1,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
57,2023-10-04T11:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-121.1,-7.1,6,3.355,!a76c0002 -> !a76c00ff
58,2023-10-04T11:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-107.3,6.7,6,3.355,!a76c0004 -> !a76c00ff
59,2023-10-04T11:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-115.2,-1.1,6,3.355,!a76c0005 -> !a76c00ff
60,2023-10-04T11:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-53.0,61.0,6,3.355,!a76c0006 -> !a76c00ff
61,2023-10-04T12:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.632,-75.6,38.4,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
62,2023-10-04T12:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-105.1,8.9,6,3.355,!a76c0002 -> !a76c00ff
63,2023-10-04T12:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-95.3,18.7,5,2.796,!a76c0004 -> !a76c00ff
64,2023-10-04T12:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-101.1,12.9,6,3.355,!a76c0005 -> !a76c00ff
65,2023-10-04T12:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-40.9,73.1,6,3.355,!a76c0006 -> !a76c00ff
66,2023-10-04T13:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-123.8,-9.8,6,3.355,!a76c0001 -> !a76c00ff
67,2023-10-04T13:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-113.7,0.3,6,3.355,!a76c0002 -> !a76c00ff
68,2023-10-04T13:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-107.6,6.4,6,3.355,!a76c0004 -> !a76c00ff
69,2023-10-04T13:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-105.8,8.2,6,3.355,!a76c0005 -> !a76c00ff
70,2023-10-04T13:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-49.9,64.1,6,3.355,!a76c0006 -> !a76c00ff
71,2023-10-04T14:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.38,-88.8,25.2,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
72,2023-10-04T14:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-105.5,8.5,6,3.355,!a76c0002 -> !a76c00ff
73,2023-10-04T14:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-96.9,17.1,6,3.355,!a76c0004 -> !a76c00ff
74,2023-10-04T14:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-116.6,-2.6,6,3.355,!a76c0005 -> !a76c00ff
75,2023-10-04T14:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),safe,23,True,1,0.559,-33.9,80.1,6,3.355,!a76c0006 -> !a76c00ff
76,2023-10-04T15:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-130.1,-16.1,6,3.355,!a76c0001 -> !a76c00ff
77,2023-10-04T15:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-105.9,8.1,6,3.355,!a76c0002 -> !a76c00ff
78,2023-10-04T15:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-110.2,3.8,6,3.355,!a76c0004 -> !a76c00ff
79,2023-10-04T15:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-114.5,-0.5,6,3.355,!a76c0005 -> !a76c00ff
80,2023-10-04T15:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-52.8,61.3,6,3.355,!a76c0006 -> !a76c00ff
81,2023-10-04T16:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.567,-114.4,-0.4,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
82,2023-10-04T16:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-114.0,0.0,6,3.355,!a76c0002 -> !a76c00ff
83,2023-10-04T16:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-106.3,7.7,6,3.355,!a76c0004 -> !a76c00ff
84,2023-10-04T16:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-114.1,-0.1,6,3.355,!a76c0005 -> !a76c00ff
85,2023-10-04T16:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-46.9,67.2,6,3.355,!a76c0006 -> !a76c00ff
86,2023-10-04T17:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-126.6,-12.6,6,3.355,!a76c0001 -> !a76c00ff
87,2023-10-04T17:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-109.8,4.2,6,3.355,!a76c0002 -> !a76c00ff
88,2023-10-04T17:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-105.5,8.5,6,3.355,!a76c0004 -> !a76c00ff
89,2023-10-04T17:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-112.5,1.6,6,3.355,!a76c0005 -> !a76c00ff
90,2023-10-04T17:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-61.0,53.0,6,3.355,!a76c0006 -> !a76c00ff
91,2023-10-04T18:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.724,-98.6,15.4,5,2.796,!a76c0001 -> !a76c0002 -> !a76c00ff
92,2023-10-04T18:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-106.9,7.1,6,3.355,!a76c0002 -> !a76c00ff
93,2023-10-04T18:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-102.3,11.7,6,3.355,!a76c0004 -> !a76c00ff
94,2023-10-04T18:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-110.3,3.8,6,3.355,!a76c0005 -> !a76c00ff
95,2023-10-04T18:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-48.6,65.4,6,3.355,!a76c0006 -> !a76c00ff
96,2023-10-04T19:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.214,-94.7,19.3,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
97,2023-10-04T19:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-117.3,-3.3,6,3.355,!a76c0002 -> !a76c00ff
98,2023-10-04T19:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-102.1,11.9,6,3.355,!a76c0004 -> !a76c00ff
99,2023-10-04T19:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-104.1,9.9,6,3.355,!a76c0005 -> !a76c00ff
100,2023-10-04T19:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-47.4,66.6,6,3.355,!a76c0006 -> !a76c00ff
101,2023-10-04T20:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.263,-117.5,-3.5,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
102,2023-10-04T20:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-115.4,-1.4,6,3.355,!a76c0002 -> !a76c00ff
103,2023-10-04T20:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-103.8,10.3,6,3.355,!a76c0004 -> !a76c00ff
104,2023-10-04T20:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-112.3,1.7,6,3.355,!a76c0005 -> !a76c00ff
105,2023-10-04T20:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-47.2,66.8,6,3.355,!a76c0006 -> !a76c00ff
106,2023-10-04T21:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.278,-105.1,8.9,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
107,2023-10-04T21:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-107.3,6.8,6,3.355,!a76c0002 -> !a76c00ff
108,2023-10-04T21:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-98.6,15.4,6,3.355,!a76c0004 -> !a76c00ff
109,2023-10-04T21:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-107.1,6.9,6,3.355,!a76c0005 -> !a76c00ff
110,2023-10-04T21:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-55.7,58.3,6,3.355,!a76c0006 -> !a76c00ff
111,2023-10-04T22:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-129.2,-15.2,6,3.355,!a76c0001 -> !a76c00ff
112,2023-10-04T22:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-105.0,9.0,6,3.355,!a76c0002 -> !a76c00ff
113,2023-10-04T22:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-94.7,19.3,6,3.355,!a76c0004 -> !a76c00ff
114,2023-10-04T22:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-111.9,2.2,6,3.355,!a76c0005 -> !a76c00ff
115,2023-10-04T22:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-53.4,60.6,6,3.355,!a76c0006 -> !a76c00ff
116,2023-10-04T23:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-116.5,-2.4,6,3.355,!a76c0001 -> !a76c00ff
117,2023-10-04T23:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-115.5,-1.5,6,3.355,!a76c0002 -> !a76c00ff
118,2023-10-04T23:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-106.7,7.4,6,3.355,!a76c0004 -> !a76c00ff
119,2023-10-04T23:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-100.1,13.9,6,3.355,!a76c0005 -> !a76c00ff
120,2023-10-04T23:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-48.6,65.4,6,3.355,!a76c0006 -> !a76c00ff
121,2023-10-05T00:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-130.4,-16.4,6,3.355,!a76c0001 -> !a76c00ff
122,2023-10-05T00:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-102.8,11.2,6,3.355,!a76c0002 -> !a76c00ff
123,2023-10-05T00:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-98.5,15.5,6,3.355,!a76c0004 -> !a76c00ff
124,2023-10-05T00:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-112.6,1.4,6,3.355,!a76c0005 -> !a76c00ff
125,2023-10-05T00:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-61.7,52.4,6,3.355,!a76c0006 -> !a76c00ff
126,2023-10-05T01:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-130.9,-16.9,6,3.355,!a76c0001 -> !a76c00ff
127,2023-10-05T01:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-118.4,-4.4,6,3.355,!a76c0002 -> !a76c00ff
128,2023-10-05T01:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-97.0,17.0,6,3.355,!a76c0004 -> !a76c00ff
129,2023-10-05T01:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-111.9,2.1,6,3.355,!a76c0005 -> !a76c00ff
130,2023-10-05T01:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-32.4,81.7,6,3.355,!a76c0006 -> !a76c00ff
131,2023-10-05T02:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-125.5,-11.5,6,3.355,!a76c0001 -> !a76c00ff
132,2023-10-05T02:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-107.2,6.8,6,3.355,!a76c0002 -> !a76c00ff
133,2023-10-05T02:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-101.0,13.1,6,3.355,!a76c0004 -> !a76c00ff
134,2023-10-05T02:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-107.1,7.0,6,3.355,!a76c0005 -> !a76c00ff
135,2023-10-05T02:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-39.0,75.1,6,3.355,!a76c0006 -> !a76c00ff
136,2023-10-05T03:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-128.9,-14.9,6,3.355,!a76c0001 -> !a76c00ff
137,2023-10-05T03:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-107.4,6.6,6,3.355,!a76c0002 -> !a76c00ff
138,2023-10-05T03:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-100.8,13.2,6,3.355,!a76c0004 -> !a76c00ff
139,2023-10-05T03:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-103.3,10.7,6,3.355,!a76c0005 -> !a76c00ff
140,2023-10-05T03:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-51.3,62.8,6,3.355,!a76c0006 -> !a76c00ff
141,2023-10-05T04:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.678,-83.9,30.1,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
142,2023-10-05T04:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-108.8,5.2,6,3.355,!a76c0002 -> !a76c00ff
143,2023-10-05T04:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-102.0,12.0,6,3.355,!a76c0004 -> !a76c00ff
144,2023-10-05T04:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-114.2,-0.2,6,3.355,!a76c0005 -> !a76c00ff
145,2023-10-05T04:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-61.8,52.2,6,3.355,!a76c0006 -> !a76c00ff
146,2023-10-05T05:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-127.1,-13.0,6,3.355,!a76c0001 -> !a76c00ff
147,2023-10-05T05:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-121.1,-7.1,6,3.355,!a76c0002 -> !a76c00ff
148,2023-10-05T05:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-96.4,17.6,6,3.355,!a76c0004 -> !a76c00ff
149,2023-10-05T05:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-110.2,3.9,6,3.355,!a76c0005 -> !a76c00ff
150,2023-10-05T05:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-49.8,64.3,6,3.355,!a76c0006 -> !a76c00ff
151,2023-10-05T06:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.216,-117.1,-3.1,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
152,2023-10-05T06:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-102.2,11.9,6,3.355,!a76c0002 -> !a76c00ff
153,2023-10-05T06:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-107.4,6.6,6,3.355,!a76c0004 -> !a76c00ff
154,2023-10-05T06:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-105.4,8.7,6,3.355,!a76c0005 -> !a76c00ff
155,2023-10-05T06:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-33.5,80.5,6,3.355,!a76c0006 -> !a76c00ff
156,2023-10-05T07:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-122.2,-8.2,6,3.355,!a76c0001 -> !a76c00ff
157,2023-10-05T07:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-110.2,3.9,6,3.355,!a76c0002 -> !a76c00ff
