date,discharge_m3s
2001-09-03 00:00:00+00:00,87.72
2001-09-04 00:00:00+00:00,76.27
2001-09-05 00:00:00+00:00,80.85
2001-09-06 00:00:00+00:00,121.46
2001-09-07 00:00:00+00:00,158.22
2001-09-08 00:00:00+00:00,163.44
2001-09-09 00:00:00+00:00,149.31
2001-09-10 00:00:00+00:00,321.85
2001-09-11 00:00:00+00:00,561.34
2001-09-12 00:00:00+00:00,521.4
2001-09-13 00:00:00+00:00,420.7
2001-09-14 00:00:00+00:00,381.82
2001-09-15 00:00:00+00:00,371.39
2001-09-16 00:00:00+00:00,345.74
2001-09-17 00:00:00+00:00,297.54
2001-09-18 00:00:00+00:00,254.27
2001-09-19 00:00:00+00:00,216.77
2001-09-20 00:00:00+00:00,184.78
2001-09-21 00:00:00+00:00,158.96
2001-09-22 00:00:00+00:00,413.0
2001-09-23 00:00:00+00:00,667.34
2001-09-24 00:00:00+00:00,615.59
2001-09-25 00:00:00+00:00,515.42
2001-09-26 00:00:00+00:00,453.99
2001-09-27 00:00:00+00:00,414.91
2001-09-28 00:00:00+00:00,461.38
2001-09-29 00:00:00+00:00,543.5
2001-09-30 00:00:00+00:00,681.34
2001-10-01 00:00:00+00:00,1484.94
2001-10-02 00:00:00+00:00,1632.05
2001-10-03 00:00:00+00:00,1269.57
2001-10-04 00:00:00+00:00,1005.93
2001-10-05 00:00:00+00:00,838.46
2001-10-06 00:00:00+00:00,716.79
2001-10-07 00:00:00+00:00,646.14
2001-10-08 00:00:00+00:00,858.01
2001-10-09 00:00:00+00:00,969.51
2001-10-10 00:00:00+00:00,863.97
2001-10-11 00:00:00+00:00,742.02
2001-10-12 00:00:00+00:00,647.63
2001-10-13 00:00:00+00:00,570.48
2001-10-14 00:00:00+00:00,507.16
2001-10-15 00:00:00+00:00,451.9
2001-10-16 00:00:00+00:00,401.72
2001-10-17 00:00:00+00:00,361.24
2001-10-18 00:00:00+00:00,332.43
2001-10-19 00:00:00+00:00,313.77
2001-10-20 00:00:00+00:00,305.2
2001-10-21 00:00:00+00:00,300.3
2001-10-22 00:00:00+00:00,278.25
2001-10-23 00:00:00+00:00,252.51
2001-10-24 00:00:00+00:00,222.36
2001-10-25 00:00:00+00:00,192.64
2001-10-26 00:00:00+00:00,165.72
2001-10-27 00:00:00+00:00,141.23
2001-10-28 00:00:00+00:00,120.06
2001-10-29 00:00:00+00:00,101.57
2001-10-30 00:00:00+00:00,87.72
2001-10-31 00:00:00+00:00,77.16
2001-11-01 00:00:00+00:00,70.78
2001-11-02 00:00:00+00:00,66.61
2001-11-03 00:00:00+00:00,62.39
2001-11-04 00:00:00+00:00,58.02
2001-11-05 00:00:00+00:00,52.95
2001-11-06 00:00:00+00:00,47.87
2001-11-07 00:00:00+00:00,43.87
2001-11-08 00:00:00+00:00,42.35
2001-11-09 00:00:00+00:00,44.5
2001-11-10 00:00:00+00:00,52.33
2001-11-11 00:00:00+00:00,60.09
2001-11-12 00:00:00+00:00,66.14
2001-11-13 00:00:00+00:00,73.64
2001-11-14 00:00:00+00:00,70.61
2001-11-15 00:00:00+00:00,66.61
2001-11-16 00:00:00+00:00,70.61
2001-11-17 00:00:00+00:00,84.51
2001-11-18 00:00:00+00:00,89.78
2001-11-19 00:00:00+00:00,86.9
2001-11-20 00:00:00+00:00,76.98
2001-11-21 00:00:00+00:00,67.39
2001-11-22 00:00:00+00:00,63.12
2001-11-23 00:00:00+00:00,68.02
2001-11-24 00:00:00+00:00,86.7
2001-11-25 00:00:00+00:00,88.95
2001-11-26 00:00:00+00:00,83.92
2001-11-27 00:00:00+00:00,93.19
2001-11-28 00:00:00+00:00,124.03
2001-11-29 00:00:00+00:00,267.53
2001-11-30 00:00:00+00:00,514.23
2001-12-01 00:00:00+00:00,625.61
2001-12-02 00:00:00+00:00,553.63
2001-12-03 00:00:00+00:00,459.26
2001-12-04 00:00:00+00:00,396.19
2001-12-05 00:00:00+00:00,435.52
2001-12-06 00:00:00+00:00,489.91
2001-12-07 00:00:00+00:00,465.66
2001-12-08 00:00:00+00:00,403.58
2001-12-09 00:00:00+00:00,353.0
2001-12-10 00:00:00+00:00,315.23
2001-12-11 00:00:00+00:00,290.07
2001-12-12 00:00:00+00:00,275.06
2001-12-13 00:00:00+00:00,301.69
2001-12-14 00:00:00+00:00,351.37
2001-12-15 00:00:00+00:00,375.7
2001-12-16 00:00:00+00:00,377.44
2001-12-17 00:00:00+00:00,365.44
2001-12-18 00:00:00+00:00,336.29
2001-12-19 00:00:00+00:00,298.23
2001-12-20 00:00:00+00:00,262.63
2001-12-21 00:00:00+00:00,254.86
2001-12-22 00:00:00+00:00,301.0
2001-12-23 00:00:00+00:00,345.74
2001-12-24 00:00:00+00:00,345.74
2001-12-25 00:00:00+00:00,310.89
2001-12-26 00:00:00+00:00,275.06
2001-12-27 00:00:00+00:00,246.17
2001-12-28 00:00:00+00:00,219.29
2001-12-29 00:00:00+00:00,194.43
2001-12-30 00:00:00+00:00,170.79
2001-12-31 00:00:00+00:00,150.01
2002-01-01 00:00:00+00:00,133.59
2002-01-02 00:00:00+00:00,125.77
2002-01-03 00:00:00+00:00,119.5
2002-01-04 00:00:00+00:00,106.4
2002-01-05 00:00:00+00:00,95.16
2002-01-06 00:00:00+00:00,103.23
2002-01-07 00:00:00+00:00,166.88
2002-01-08 00:00:00+00:00,188.67
2002-01-09 00:00:00+00:00,172.38
2002-01-10 00:00:00+00:00,168.43
2002-01-11 00:00:00+00:00,182.65
2002-01-12 00:00:00+00:00,281.49
2002-01-13 00:00:00+00:00,1226.44
2002-01-14 00:00:00+00:00,1302.17
2002-01-15 00:00:00+00:00,999.0
2002-01-16 00:00:00+00:00,786.05
2002-01-17 00:00:00+00:00,647.63
2002-01-18 00:00:00+00:00,547.28
2002-01-19 00:00:00+00:00,469.98
2002-01-20 00:00:00+00:00,411.1
2002-01-21 00:00:00+00:00,362.08
2002-01-22 00:00:00+00:00,320.37
2002-01-23 00:00:00+00:00,338.63
2002-01-24 00:00:00+00:00,374.84
2002-01-25 00:00:00+00:00,448.78
2002-01-26 00:00:00+00:00,496.74
2002-01-27 00:00:00+00:00,482.06
2002-01-28 00:00:00+00:00,447.75
2002-01-29 00:00:00+00:00,413.95
2002-01-30 00:00:00+00:00,384.48
2002-01-31 00:00:00+00:00,365.44
2002-02-01 00:00:00+00:00,348.14
2002-02-02 00:00:00+00:00,315.23
2002-02-03 00:00:00+00:00,278.9
2002-02-04 00:00:00+00:00,246.74
2002-02-05 00:00:00+00:00,218.28
2002-02-06 00:00:00+00:00,200.37
2002-02-07 00:00:00+00:00,212.8
2002-02-08 00:00:00+00:00,250.77
2002-02-09 00:00:00+00:00,265.69
2002-02-10 00:00:00+00:00,255.45
2002-02-11 00:00:00+00:00,239.99
2002-02-12 00:00:00+00:00,212.3
2002-02-13 00:00:00+00:00,205.06
2002-02-14 00:00:00+00:00,238.88
2002-02-15 00:00:00+00:00,272.53
2002-02-16 00:00:00+00:00,276.97
2002-02-17 00:00:00+00:00,268.77
2002-02-18 00:00:00+00:00,260.82
2002-02-19 00:00:00+00:00,247.31
2002-02-20 00:00:00+00:00,229.67
2002-02-21 00:00:00+00:00,209.38
2002-02-22 00:00:00+00:00,189.99
2002-02-23 00:00:00+00:00,172.78
2002-02-24 00:00:00+00:00,155.31
2002-02-25 00:00:00+00:00,141.56
2002-02-26 00:00:00+00:00,130.83
2002-02-27 00:00:00+00:00,116.49
2002-02-28 00:00:00+00:00,106.15
2002-03-01 00:00:00+00:00,103.23
2002-03-02 00:00:00+00:00,107.64
2002-03-03 00:00:00+00:00,116.49
2002-03-04 00:00:00+00:00,118.95
2002-03-05 00:00:00+00:00,111.2
2002-03-06 00:00:00+00:00,113.82
2002-03-07 00:00:00+00:00,125.77
2002-03-08 00:00:00+00:00,149.31
2002-03-09 00:00:00+00:00,165.72
2002-03-10 00:00:00+00:00,161.93
2002-03-11 00:00:00+00:00,148.28
2002-03-12 00:00:00+00:00,135.14
2002-03-13 00:00:00+00:00,144.21
2002-03-14 00:00:00+00:00,191.75
2002-03-15 00:00:00+00:00,219.29
2002-03-16 00:00:00+00:00,210.84
2002-03-17 00:00:00+00:00,185.21
2002-03-18 00:00:00+00:00,160.81
2002-03-19 00:00:00+00:00,140.58
2002-03-20 00:00:00+00:00,124.89
2002-03-21 00:00:00+00:00,116.49
2002-03-22 00:00:00+00:00,111.72
2002-03-23 00:00:00+00:00,105.66
2002-03-24 00:00:00+00:00,100.16
2002-03-25 00:00:00+00:00,98.77
2002-03-26 00:00:00+00:00,104.2
2002-03-27 00:00:00+00:00,99.69
2002-03-28 00:00:00+00:00,92.76
2002-03-29 00:00:00+00:00,86.3
2002-03-30 00:00:00+00:00,77.89
2002-03-31 00:00:00+00:00,69.63
2002-04-01 00:00:00+00:00,89.16
2002-04-02 00:00:00+00:00,124.31
2002-04-03 00:00:00+00:00,151.76
2002-04-04 00:00:00+00:00,174.39
2002-04-05 00:00:00+00:00,181.39
2002-04-06 00:00:00+00:00,189.99
2002-04-07 00:00:00+00:00,198.53
2002-04-08 00:00:00+00:00,200.37
2002-04-09 00:00:00+00:00,186.5
2002-04-10 00:00:00+00:00,164.58
2002-04-11 00:00:00+00:00,141.89
2002-04-12 00:00:00+00:00,122.59
2002-04-13 00:00:00+00:00,110.94
2002-04-14 00:00:00+00:00,106.4
2002-04-15 00:00:00+00:00,102.28
2002-04-16 00:00:00+00:00,93.41
2002-04-17 00:00:00+00:00,82.56
2002-04-18 00:00:00+00:00,79.17
2002-04-19 00:00:00+00:00,96.72
2002-04-20 00:00:00+00:00,130.22
2002-04-21 00:00:00+00:00,135.14
2002-04-22 00:00:00+00:00,124.6
2002-04-23 00:00:00+00:00,112.76
2002-04-24 00:00:00+00:00,100.86
2002-04-25 00:00:00+00:00,89.16
2002-04-26 00:00:00+00:00,77.52
2002-04-27 00:00:00+00:00,67.87
2002-04-28 00:00:00+00:00,60.94
2002-04-29 00:00:00+00:00,56.54
2002-04-30 00:00:00+00:00,54.46
2002-05-01 00:00:00+00:00,57.34
2002-05-02 00:00:00+00:00,66.61
2002-05-03 00:00:00+00:00,75.38
2002-05-04 00:00:00+00:00,81.04
2002-05-05 00:00:00+00:00,75.38
2002-05-06 00:00:00+00:00,365.44
2002-05-07 00:00:00+00:00,681.34
2002-05-08 00:00:00+00:00,596.04
2002-05-09 00:00:00+00:00,486.53
2002-05-10 00:00:00+00:00,410.15
2002-05-11 00:00:00+00:00,346.54
2002-05-12 00:00:00+00:00,294.8
2002-05-13 00:00:00+00:00,250.77
2002-05-14 00:00:00+00:00,213.29
2002-05-15 00:00:00+00:00,181.39
2002-05-16 00:00:00+00:00,161.18
2002-05-17 00:00:00+00:00,160.81
2002-05-18 00:00:00+00:00,184.78
2002-05-19 00:00:00+00:00,222.36
2002-05-20 00:00:00+00:00,528.66
2002-05-21 00:00:00+00:00,1019.94
2002-05-22 00:00:00+00:00,967.28
2002-05-23 00:00:00+00:00,782.43
2002-05-24 00:00:00+00:00,637.26
2002-05-25 00:00:00+00:00,536.03
2002-05-26 00:00:00+00:00,459.26
2002-05-27 00:00:00+00:00,397.11
2002-05-28 00:00:00+00:00,344.94
2002-05-29 00:00:00+00:00,300.3
2002-05-30 00:00:00+00:00,263.85
2002-05-31 00:00:00+00:00,245.6
2002-06-01 00:00:00+00:00,241.66
2002-06-02 00:00:00+00:00,221.84
2002-06-03 00:00:00+00:00,196.24
2002-06-04 00:00:00+00:00,171.19
2002-06-05 00:00:00+00:00,146.91
2002-06-06 00:00:00+00:00,124.6
2002-06-07 00:00:00+00:00,105.41
2002-06-08 00:00:00+00:00,92.11
2002-06-09 00:00:00+00:00,91.9
2002-06-10 00:00:00+00:00,99.69
2002-06-11 00:00:00+00:00,96.95
2002-06-12 00:00:00+00:00,160.06
2002-06-13 00:00:00+00:00,376.57
2002-06-14 00:00:00+00:00,466.74
2002-06-15 00:00:00+00:00,681.34
2002-06-16 00:00:00+00:00,789.68
2002-06-17 00:00:00+00:00,697.23
2002-06-18 00:00:00+00:00,585.14
2002-06-19 00:00:00+00:00,553.63
2002-06-20 00:00:00+00:00,522.6
2002-06-21 00:00:00+00:00,475.43
2002-06-22 00:00:00+00:00,422.64
2002-06-23 00:00:00+00:00,382.71
2002-06-24 00:00:00+00:00,348.14
2002-06-25 00:00:00+00:00,309.46
2002-06-26 00:00:00+00:00,271.9
2002-06-27 00:00:00+00:00,237.23
2002-06-28 00:00:00+00:00,205.54
2002-06-29 00:00:00+00:00,177.24
2002-06-30 00:00:00+00:00,151.41
2002-07-01 00:00:00+00:00,128.42
2002-07-02 00:00:00+00:00,109.92
2002-07-03 00:00:00+00:00,96.5
2002-07-04 00:00:00+00:00,85.7
2002-07-05 00:00:00+00:00,75.03
2002-07-06 00:00:00+00:00,65.22
2002-07-07 00:00:00+00:00,58.43
2002-07-08 00:00:00+00:00,55.62
2002-07-09 00:00:00+00:00,55.89
2002-07-10 00:00:00+00:00,52.21
2002-07-11 00:00:00+00:00,47.53
2002-07-12 00:00:00+00:00,44.19
2002-07-13 00:00:00+00:00,41.95
2002-07-14 00:00:00+00:00,40.69
2002-07-15 00:00:00+00:00,39.64
2002-07-16 00:00:00+00:00,37.9
2002-07-17 00:00:00+00:00,36.41
2002-07-18 00:00:00+00:00,35.39
2002-07-19 00:00:00+00:00,34.56
2002-07-20 00:00:00+00:00,33.75
2002-07-21 00:00:00+00:00,35.56
2002-07-22 00:00:00+00:00,55.1
2002-07-23 00:00:00+00:00,99.23
2002-07-24 00:00:00+00:00,132.05
2002-07-25 00:00:00+00:00,122.03
2002-07-26 00:00:00+00:00,102.99
2002-07-27 00:00:00+00:00,97.4
2002-07-28 00:00:00+00:00,102.51
2002-07-29 00:00:00+00:00,98.31
2002-07-30 00:00:00+00:00,83.53
2002-07-31 00:00:00+00:00,93.84
2002-08-01 00:00:00+00:00,193.09
2002-08-02 00:00:00+00:00,380.94
2002-08-03 00:00:00+00:00,475.43
2002-08-04 00:00:00+00:00,457.14
2002-08-05 00:00:00+00:00,548.54
2002-08-06 00:00:00+00:00,627.06
2002-08-07 00:00:00+00:00,575.77
2002-08-08 00:00:00+00:00,486.53
2002-08-09 00:00:00+00:00,416.83
2002-08-10 00:00:00+00:00,368.83
2002-08-11 00:00:00+00:00,330.89
2002-08-12 00:00:00+00:00,288.07
2002-08-13 00:00:00+00:00,249.03
2002-08-14 00:00:00+00:00,234.5
2002-08-15 00:00:00+00:00,273.16
2002-08-16 00:00:00+00:00,282.14
2002-08-17 00:00:00+00:00,255.45
2002-08-18 00:00:00+00:00,227.03
2002-08-19 00:00:00+00:00,197.61
2002-08-20 00:00:00+00:00,171.19
2002-08-21 00:00:00+00:00,149.31
2002-08-22 00:00:00+00:00,145.89
2002-08-23 00:00:00+00:00,166.49
2002-08-24 00:00:00+00:00,171.58
2002-08-25 00:00:00+00:00,150.71
2002-08-26 00:00:00+00:00,128.42
2002-08-27 00:00:00+00:00,109.92
2002-08-28 00:00:00+00:00,94.94
2002-08-29 00:00:00+00:00,83.14
2002-08-30 00:00:00+00:00,75.03
2002-08-31 00:00:00+00:00,73.47
2002-09-01 00:00:00+00:00,68.5
2002-09-02 00:00:00+00:00,60.66
2002-09-03 00:00:00+00:00,52.95
2002-09-04 00:00:00+00:00,46.64
2002-09-05 00:00:00+00:00,41.85
2002-09-06 00:00:00+00:00,93.19
2002-09-07 00:00:00+00:00,163.06
2002-09-08 00:00:00+00:00,188.67
2002-09-09 00:00:00+00:00,176.42
2002-09-10 00:00:00+00:00,147.59
2002-09-11 00:00:00+00:00,122.88
2002-09-12 00:00:00+00:00,126.64
2002-09-13 00:00:00+00:00,135.46
2002-09-14 00:00:00+00:00,333.19
2002-09-15 00:00:00+00:00,544.76
2002-09-16 00:00:00+00:00,505.99
2002-09-17 00:00:00+00:00,417.79
2002-09-18 00:00:00+00:00,359.58
2002-09-19 00:00:00+00:00,380.94
2002-09-20 00:00:00+00:00,1029.39
2002-09-21 00:00:00+00:00,1217.99
2002-09-22 00:00:00+00:00,971.75
2002-09-23 00:00:00+00:00,768.13
2002-09-24 00:00:00+00:00,632.87
2002-09-25 00:00:00+00:00,536.03
2002-09-26 00:00:00+00:00,461.38
2002-09-27 00:00:00+00:00,400.79
2002-09-28 00:00:00+00:00,348.95
2002-09-29 00:00:00+00:00,304.49
2002-09-30 00:00:00+00:00,277.61
2002-10-01 00:00:00+00:00,349.75
2002-10-02 00:00:00+00:00,408.26
2002-10-03 00:00:00+00:00,388.94
2002-10-04 00:00:00+00:00,345.74
2002-10-05 00:00:00+00:00,310.17
2002-10-06 00:00:00+00:00,272.53
2002-10-07 00:00:00+00:00,243.91
2002-10-08 00:00:00+00:00,242.22
2002-10-09 00:00:00+00:00,266.92
2002-10-10 00:00:00+00:00,265.69
2002-10-11 00:00:00+00:00,241.66
2002-10-12 00:00:00+00:00,229.67
2002-10-13 00:00:00+00:00,224.94
2002-10-14 00:00:00+00:00,214.77
2002-10-15 00:00:00+00:00,194.88
2002-10-16 00:00:00+00:00,188.67
2002-10-17 00:00:00+00:00,218.79
2002-10-18 00:00:00+00:00,247.89
2002-10-19 00:00:00+00:00,241.66
2002-10-20 00:00:00+00:00,221.33
2002-10-21 00:00:00+00:00,216.77
2002-10-22 00:00:00+00:00,234.5
2002-10-23 00:00:00+00:00,239.99
2002-10-24 00:00:00+00:00,216.27
2002-10-25 00:00:00+00:00,220.82
2002-10-26 00:00:00+00:00,257.82
2002-10-27 00:00:00+00:00,275.06
2002-10-28 00:00:00+00:00,248.46
2002-10-29 00:00:00+00:00,218.79
2002-10-30 00:00:00+00:00,324.09
2002-10-31 00:00:00+00:00,508.33
2002-11-01 00:00:00+00:00,552.35
2002-11-02 00:00:00+00:00,529.88
2002-11-03 00:00:00+00:00,477.63
2002-11-04 00:00:00+00:00,496.74
2002-11-05 00:00:00+00:00,573.12
2002-11-06 00:00:00+00:00,544.76
2002-11-07 00:00:00+00:00,475.43
2002-11-08 00:00:00+00:00,415.87
2002-11-09 00:00:00+00:00,365.44
2002-11-10 00:00:00+00:00,337.06
2002-11-11 00:00:00+00:00,345.74
2002-11-12 00:00:00+00:00,338.63
2002-11-13 00:00:00+00:00,296.85
2002-11-14 00:00:00+00:00,257.23
2002-11-15 00:00:00+00:00,227.56
2002-11-16 00:00:00+00:00,226.51
2002-11-17 00:00:00+00:00,253.68
2002-11-18 00:00:00+00:00,265.69
2002-11-19 00:00:00+00:00,252.51
2002-11-20 00:00:00+00:00,241.1
2002-11-21 00:00:00+00:00,237.23
2002-11-22 00:00:00+00:00,249.03
2002-11-23 00:00:00+00:00,255.45
2002-11-24 00:00:00+00:00,229.14
2002-11-25 00:00:00+00:00,214.28
2002-11-26 00:00:00+00:00,237.23
2002-11-27 00:00:00+00:00,267.53
2002-11-28 00:00:00+00:00,285.42
2002-11-29 00:00:00+00:00,462.45
2002-11-30 00:00:00+00:00,720.11
2002-12-01 00:00:00+00:00,750.62
2002-12-02 00:00:00+00:00,782.43
2002-12-03 00:00:00+00:00,757.58
2002-12-04 00:00:00+00:00,675.08
2002-12-05 00:00:00+00:00,624.17
2002-12-06 00:00:00+00:00,629.96
2002-12-07 00:00:00+00:00,762.84
2002-12-08 00:00:00+00:00,880.05
2002-12-09 00:00:00+00:00,888.2
2002-12-10 00:00:00+00:00,787.86
2002-12-11 00:00:00+00:00,686.07
2002-12-12 00:00:00+00:00,609.94
2002-12-13 00:00:00+00:00,557.47
2002-12-14 00:00:00+00:00,520.19
2002-12-15 00:00:00+00:00,521.4
2002-12-16 00:00:00+00:00,548.54
2002-12-17 00:00:00+00:00,538.51
2002-12-18 00:00:00+00:00,499.03
2002-12-19 00:00:00+00:00,448.78
2002-12-20 00:00:00+00:00,429.53
2002-12-21 00:00:00+00:00,452.94
2002-12-22 00:00:00+00:00,482.06
2002-12-23 00:00:00+00:00,464.59
2002-12-24 00:00:00+00:00,673.53
2002-12-25 00:00:00+00:00,798.83
2002-12-26 00:00:00+00:00,720.11
2002-12-27 00:00:00+00:00,615.59
2002-12-28 00:00:00+00:00,528.66
2002-12-29 00:00:00+00:00,459.26
2002-12-30 00:00:00+00:00,401.72
2002-12-31 00:00:00+00:00,439.55
2003-01-01 00:00:00+00:00,499.03
2003-01-02 00:00:00+00:00,499.03
2003-01-03 00:00:00+00:00,464.59
2003-01-04 00:00:00+00:00,492.17
2003-01-05 00:00:00+00:00,472.15
2003-01-06 00:00:00+00:00,428.54
2003-01-07 00:00:00+00:00,375.7
2003-01-08 00:00:00+00:00,330.89
2003-01-09 00:00:00+00:00,293.44
2003-01-10 00:00:00+00:00,308.74
2003-01-11 00:00:00+00:00,365.44
2003-01-12 00:00:00+00:00,367.13
2003-01-13 00:00:00+00:00,324.09
2003-01-14 00:00:00+00:00,298.23
2003-01-15 00:00:00+00:00,290.07
2003-01-16 00:00:00+00:00,291.42
2003-01-17 00:00:00+00:00,287.4
2003-01-18 00:00:00+00:00,286.74
2003-01-19 00:00:00+00:00,278.9
2003-01-20 00:00:00+00:00,262.03
2003-01-21 00:00:00+00:00,268.15
2003-01-22 00:00:00+00:00,279.54
2003-01-23 00:00:00+00:00,273.16
2003-01-24 00:00:00+00:00,275.06
2003-01-25 00:00:00+00:00,280.84
2003-01-26 00:00:00+00:00,260.82
2003-01-27 00:00:00+00:00,583.79
2003-01-28 00:00:00+00:00,703.69
2003-01-29 00:00:00+00:00,609.94
2003-01-30 00:00:00+00:00,497.88
2003-01-31 00:00:00+00:00,421.67
2003-02-01 00:00:00+00:00,389.84
2003-02-02 00:00:00+00:00,369.68
2003-02-03 00:00:00+00:00,340.19
2003-02-04 00:00:00+00:00,298.23
2003-02-05 00:00:00+00:00,262.03
2003-02-06 00:00:00+00:00,232.88
2003-02-07 00:00:00+00:00,219.8
2003-02-08 00:00:00+00:00,257.82
2003-02-09 00:00:00+00:00,363.75
2003-02-10 00:00:00+00:00,423.62
2003-02-11 00:00:00+00:00,468.89
2003-02-12 00:00:00+00:00,547.28
2003-02-13 00:00:00+00:00,583.79
2003-02-14 00:00:00+00:00,618.44
2003-02-15 00:00:00+00:00,609.94
2003-02-16 00:00:00+00:00,565.24
2003-02-17 00:00:00+00:00,515.42
2003-02-18 00:00:00+00:00,482.06
2003-02-19 00:00:00+00:00,446.71
2003-02-20 00:00:00+00:00,413.95
2003-02-21 00:00:00+00:00,416.83
2003-02-22 00:00:00+00:00,425.58
2003-02-23 00:00:00+00:00,420.7
2003-02-24 00:00:00+00:00,397.11
2003-02-25 00:00:00+00:00,369.68
2003-02-26 00:00:00+00:00,355.45
2003-02-27 00:00:00+00:00,348.14
2003-02-28 00:00:00+00:00,323.34
2003-03-01 00:00:00+00:00,290.74
2003-03-02 00:00:00+00:00,275.69
2003-03-03 00:00:00+00:00,344.14
2003-03-04 00:00:00+00:00,388.05
2003-03-05 00:00:00+00:00,404.51
2003-03-06 00:00:00+00:00,404.51
2003-03-07 00:00:00+00:00,419.73
2003-03-08 00:00:00+00:00,457.14
2003-03-09 00:00:00+00:00,488.78
2003-03-10 00:00:00+00:00,517.8
2003-03-11 00:00:00+00:00,546.02
2003-03-12 00:00:00+00:00,553.63
2003-03-13 00:00:00+00:00,522.6
2003-03-14 00:00:00+00:00,469.98
2003-03-15 00:00:00+00:00,420.7
2003-03-16 00:00:00+00:00,378.31
2003-03-17 00:00:00+00:00,349.75
2003-03-18 00:00:00+00:00,328.61
2003-03-19 00:00:00+00:00,294.8
2003-03-20 00:00:00+00:00,261.42
2003-03-21 00:00:00+00:00,246.74
2003-03-22 00:00:00+00:00,245.6
2003-03-23 00:00:00+00:00,233.96
2003-03-24 00:00:00+00:00,207.93
2003-03-25 00:00:00+00:00,184.35
2003-03-26 00:00:00+00:00,167.27
2003-03-27 00:00:00+00:00,157.49
2003-03-28 00:00:00+00:00,153.53
2003-03-29 00:00:00+00:00,148.28
2003-03-30 00:00:00+00:00,135.14
2003-03-31 00:00:00+00:00,118.95
2003-04-01 00:00:00+00:00,106.89
2003-04-02 00:00:00+00:00,105.17
2003-04-03 00:00:00+00:00,129.02
2003-04-04 00:00:00+00:00,157.49
2003-04-05 00:00:00+00:00,169.61
2003-04-06 00:00:00+00:00,174.79
2003-04-07 00:00:00+00:00,156.04
2003-04-08 00:00:00+00:00,133.9
2003-04-09 00:00:00+00:00,115.14
2003-04-10 00:00:00+00:00,107.14
2003-04-11 00:00:00+00:00,106.89
2003-04-12 00:00:00+00:00,109.92
2003-04-13 00:00:00+00:00,100.16
2003-04-14 00:00:00+00:00,85.9
2003-04-15 00:00:00+00:00,74.16
2003-04-16 00:00:00+00:00,65.07
2003-04-17 00:00:00+00:00,57.88
2003-04-18 00:00:00+00:00,52.21
2003-04-19 00:00:00+00:00,120.9
2003-04-20 00:00:00+00:00,333.97
2003-04-21 00:00:00+00:00,364.59
2003-04-22 00:00:00+00:00,303.09
2003-04-23 00:00:00+00:00,250.19
2003-04-24 00:00:00+00:00,210.35
2003-04-25 00:00:00+00:00,176.83
2003-04-26 00:00:00+00:00,147.94
2003-04-27 00:00:00+00:00,123.17
2003-04-28 00:00:00+00:00,102.04
2003-04-29 00:00:00+00:00,87.31
2003-04-30 00:00:00+00:00,80.1
2003-05-01 00:00:00+00:00,78.8
2003-05-02 00:00:00+00:00,79.17
2003-05-03 00:00:00+00:00,87.72
2003-05-04 00:00:00+00:00,91.68
2003-05-05 00:00:00+00:00,82.18
2003-05-06 00:00:00+00:00,71.61
2003-05-07 00:00:00+00:00,62.97
2003-05-08 00:00:00+00:00,55.89
2003-05-09 00:00:00+00:00,50.17
2003-05-10 00:00:00+00:00,46.1
2003-05-11 00:00:00+00:00,43.67
2003-05-12 00:00:00+00:00,42.05
2003-05-13 00:00:00+00:00,40.88
2003-05-14 00:00:00+00:00,40.4
2003-05-15 00:00:00+00:00,40.4
2003-05-16 00:00:00+00:00,39.46
2003-05-17 00:00:00+00:00,38.17
2003-05-18 00:00:00+00:00,37.11
2003-05-19 00:00:00+00:00,36.15
2003-05-20 00:00:00+00:00,35.31
2003-05-21 00:00:00+00:00,34.4
2003-05-22 00:00:00+00:00,33.51
2003-05-23 00:00:00+00:00,33.12
2003-05-24 00:00:00+00:00,33.51
2003-05-25 00:00:00+00:00,36.67
2003-05-26 00:00:00+00:00,37.99
2003-05-27 00:00:00+00:00,34.97
2003-05-28 00:00:00+00:00,31.81
2003-05-29 00:00:00+00:00,29.97
2003-05-30 00:00:00+00:00,28.92
2003-05-31 00:00:00+00:00,28.11
2003-06-01 00:00:00+00:00,27.25
2003-06-02 00:00:00+00:00,26.48
2003-06-03 00:00:00+00:00,27.97
2003-06-04 00:00:00+00:00,45.45
2003-06-05 00:00:00+00:00,201.77
2003-06-06 00:00:00+00:00,469.98
2003-06-07 00:00:00+00:00,491.04
2003-06-08 00:00:00+00:00,439.55
2003-06-09 00:00:00+00:00,416.83
2003-06-10 00:00:00+00:00,419.73
2003-06-11 00:00:00+00:00,389.84
2003-06-12 00:00:00+00:00,337.06
2003-06-13 00:00:00+00:00,293.44
2003-06-14 00:00:00+00:00,257.82
2003-06-15 00:00:00+00:00,223.91
2003-06-16 00:00:00+00:00,193.09
2003-06-17 00:00:00+00:00,164.58
2003-06-18 00:00:00+00:00,149.66
2003-06-19 00:00:00+00:00,175.6
2003-06-20 00:00:00+00:00,209.86
2003-06-21 00:00:00+00:00,210.84
2003-06-22 00:00:00+00:00,182.23
2003-06-23 00:00:00+00:00,152.82
2003-06-24 00:00:00+00:00,127.82
2003-06-25 00:00:00+00:00,106.65
2003-06-26 00:00:00+00:00,88.13
2003-06-27 00:00:00+00:00,73.13
2003-06-28 00:00:00+00:00,61.09
2003-06-29 00:00:00+00:00,51.72
